flight_sk,journey_sk,airline,departure_airport_id,arrival_airport_id,duration,layover_duration,total_journey_duration,price,hour_of_day,day_of_week,pos,is_best,is_overnight,has_layover,airline_code,dep_airport_code,arr_airport_code,temperature_c,precipitation_mm,weather_code,wind_speed_kmh,visibility_m,snowfall_cm,weather_risk_score,is_delayed
0a54a5c1a474dff437384de6fd9190c6,7bd432574fbf6d2a184c73bd0ff825e8,JetBlue,FLL,LGA,178.0,0.0,178.0,256.0,18.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,13.0,29.5,0.4,51.0,14.3,10000.0,0.0,1.0,0.0
514aefc46a920e44b35ee3001e1efcee,582df99d24838d1a10e0b3d9dbc7a13b,Delta,ATL,JFK,166.0,0.0,482.0,350.0,18.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,12.0,26.0,0.4,51.0,5.6,10000.0,0.0,1.0,0.0
62a6af233e73f61e3aecc6f6db86d5a6,8e4cdf103c76a849236784de47de9dfb,Delta,DFW,LGA,216.0,0.0,216.0,342.0,18.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,13.0,22.8,0.7,53.0,8.1,10000.0,0.0,1.0,1.0
2024a3c1f08c12a60891804866927864,0b433176ea328a5a4a4dbc6b53c99ce1,American,DFW,LGA,213.0,0.0,213.0,342.0,19.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,13.0,22.2,0.9,53.0,10.3,10000.0,0.0,1.0,1.0
84e56fbf5096138fdd6d8bee89ec4180,ca62e063903b2e83ff91b8602f89fdd6,American,MIA,JFK,194.0,0.0,194.0,274.0,19.0,3.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,27.9,0.1,51.0,8.9,10000.0,0.0,1.0,1.0
7c22274d18374e21f9e9bdbbf14bf817,217ce787b66db22b651a000d1c3ce4eb,Delta,MIA,LGA,197.0,0.0,197.0,274.0,19.0,3.0,0.0,0.0,0.0,0.0,2.0,13.0,13.0,27.9,0.1,51.0,8.9,10000.0,0.0,1.0,0.0
e51ba0e971c2aafdc017397556b90f12,694436c0871bef9a3231e2451bbac923,Southwest,MDW,LGA,130.0,0.0,485.0,198.0,19.0,3.0,1.0,0.0,0.0,0.0,5.0,12.0,13.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
a1ee0ad85b93b4cf4a9a6824a83c6809,afdeae7bfc16dce65849c3446fc4567c,American,MIA,LGA,185.0,0.0,185.0,274.0,19.0,3.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,27.9,0.1,51.0,8.9,10000.0,0.0,1.0,1.0
c7ccae47f33011024261eeab72eaa99c,30591705730d8ba6d32042de3473c5de,Delta,FLL,LGA,181.0,0.0,181.0,256.0,19.0,3.0,0.0,0.0,0.0,0.0,2.0,9.0,13.0,28.6,0.3,51.0,11.2,10000.0,0.0,1.0,1.0
9925811d772a2f80aa8a1b785046168b,922822d600816c643b0555efa7fb16aa,Delta,FLL,ATL,126.0,46.0,309.0,1997.0,19.0,3.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,28.6,0.3,51.0,11.2,10000.0,0.0,1.0,0.0
a0b1368ec5d987de0cc27b40397f98a2,8896439a489993b97ad3269180b892ed,American,DFW,DCA,182.0,361.0,633.0,551.0,19.0,3.0,0.0,0.0,0.0,1.0,1.0,7.0,5.0,22.2,0.9,53.0,10.3,10000.0,0.0,1.0,0.0
f366a3c81e0fc851312ff00186aacc50,f8e85c71f0e45f2a1ba4a375d0508cfc,Delta,MIA,JFK,200.0,0.0,200.0,274.0,19.0,3.0,0.0,0.0,0.0,0.0,2.0,13.0,12.0,27.9,0.1,51.0,8.9,10000.0,0.0,1.0,1.0
f01cf7eb439ac3a11311031dabefb5a5,18afc3e2e2384d4bd6862a8f88f13d08,Delta,FLL,JFK,179.0,0.0,179.0,256.0,19.0,3.0,0.0,0.0,0.0,0.0,2.0,9.0,12.0,28.6,0.3,51.0,11.2,10000.0,0.0,1.0,1.0
c533e5de8428f379ffdeac3839b4ec94,eb019e3fb64361b7a99afed933796db6,Southwest,BNA,LGA,140.0,0.0,445.0,198.0,20.0,3.0,1.0,0.0,0.0,0.0,5.0,1.0,13.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
2c7423819bc3e4adfdd872eb2c2c8330,ad44bd6bceef10009923333d0ac79fbb,JetBlue,FLL,LGA,177.0,0.0,177.0,256.0,20.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,13.0,28.0,0.0,3.0,10.7,10000.0,0.0,0.0,0.0
8e6739a0d072456ed2cf3af3cf72a72f,90425e0989e9a465e917fb8a43b07959,American,CLT,JFK,123.0,0.0,362.0,285.0,20.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,12.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
ca77e91e589dc59eda0c4c1202e6163a,b8cee8417643520dc26618759dfab3cd,JetBlue,FLL,EWR,181.0,0.0,181.0,256.0,20.0,3.0,0.0,1.0,0.0,0.0,4.0,9.0,8.0,28.0,0.0,3.0,10.7,10000.0,0.0,0.0,0.0
26a4959532eaf80e7c4b208bddf2cb6f,cbf8e23d1ce0a3743b83dbda5002fbdf,United,DFW,EWR,212.0,0.0,212.0,342.0,20.0,3.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,22.3,0.3,51.0,9.8,10000.0,0.0,1.0,1.0
b515641ce6ee79232eb292748f2a8e0c,8b83b3edb78ea14beae7044a7b41081a,American,MIA,LGA,183.0,0.0,183.0,274.0,20.0,3.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,27.1,0.0,3.0,7.4,10000.0,0.0,0.0,1.0
aec6431c4252f439f509ffb4fb811fac,23f7ef70df523fc137d554fe7daface3,Frontier,ATL,LGA,141.0,0.0,715.0,188.0,20.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,13.0,25.7,0.0,3.0,4.9,10000.0,0.0,0.0,0.0
bb528b9856c0e42f92f327c12216dd47,ac6142263567d4e052994ec1eaa2041e,JetBlue,FLL,JFK,186.0,0.0,186.0,256.0,20.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,12.0,28.0,0.0,3.0,10.7,10000.0,0.0,0.0,1.0
6e9ed0c875e8e7b61733213e04ef07e4,eaaa17295bb76e80d83096b5830b8d19,American,MIA,JFK,187.0,0.0,187.0,274.0,21.0,3.0,0.0,0.0,1.0,0.0,1.0,13.0,12.0,27.5,0.0,2.0,6.5,10000.0,0.0,0.0,1.0
dfde705cf58dad8fcb66a40f1cda3bf5,14a874a4eb2648b7f976efbae6c22a70,United,IAD,LGA,85.0,0.0,315.0,290.0,22.0,3.0,1.0,0.0,1.0,0.0,6.0,10.0,13.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
722e91129a0abfc782cdbf392745b7f5,922822d600816c643b0555efa7fb16aa,Delta,ATL,EWR,137.0,0.0,309.0,1997.0,22.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,8.0,23.5,0.0,3.0,8.7,10000.0,0.0,0.0,0.0
82625c6d7eca3b49343e8481b8f041ba,000c025ea51354c5df6760003f975b58,Delta,DFW,DTW,161.0,65.0,330.0,277.0,5.0,4.0,0.0,0.0,1.0,1.0,2.0,7.0,7.0,21.8,0.1,51.0,6.0,10000.0,0.0,1.0,0.0
a5da0c70052b2124cf8fcb117713c3b8,ad9384ac4b0dad02fdecb91a3852d093,Delta,DFW,ATL,132.0,58.0,330.0,350.0,5.0,4.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,21.8,0.1,51.0,6.0,10000.0,0.0,1.0,0.0
ca437293002cbadbf49a8b12da9ac7bd,257ec5181a7b819c5a080fb8db7f63d7,Delta,DFW,ATL,132.0,81.0,354.0,259.0,5.0,4.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,21.8,0.1,51.0,6.0,10000.0,0.0,1.0,0.0
1bafc5d660fc4640aa7e71a96eefe434,196f50c06b547de436000a39485aef74,JetBlue,DFW,FLL,176.0,52.0,419.0,477.0,6.0,4.0,0.0,0.0,0.0,1.0,4.0,7.0,9.0,21.7,0.0,3.0,9.5,10000.0,0.0,0.0,0.0
6432ec08c7cc4080f2e2d98130527ab0,8896439a489993b97ad3269180b892ed,American,DCA,JFK,90.0,0.0,633.0,551.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,5.0,12.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
bd10109ece8a7922864c547018f2ea8a,6ca4e8cfb8e3b723f3a87d26d4225524,United,DFW,EWR,209.0,0.0,209.0,342.0,6.0,4.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,21.7,0.0,3.0,9.5,10000.0,0.0,0.0,0.0
f0e22d0295e895f66df2ccf4336bd502,d7c9785ef9a0a608b2d57155cee1a20b,American,DFW,LGA,208.0,0.0,208.0,374.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,13.0,21.7,0.0,3.0,9.5,10000.0,0.0,0.0,0.0
9135957f57aeac8b90e81b14d8ece153,806a3ac903774d2e807963200ecbbc2a,JetBlue,FLL,LGA,172.0,0.0,172.0,256.0,6.0,4.0,0.0,1.0,0.0,0.0,4.0,9.0,13.0,24.4,0.0,2.0,9.1,10000.0,0.0,0.0,0.0
69731f23b6a709459c2988ccaf9ab026,0d45a3eb538718d5268ddf5757896bec,American,MIA,JFK,183.0,0.0,183.0,342.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,23.8,0.0,2.0,6.3,10000.0,0.0,0.0,0.0
0e48c9bf36b0d18e146e742ae84dd357,78d47953240c6f06672eb6d1f031e53a,Delta,MIA,LGA,184.0,0.0,184.0,274.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,13.0,13.0,23.8,0.0,2.0,6.3,10000.0,0.0,0.0,0.0
8294460b7be7b825d53989c87e74aac0,c6189a6e343d6bbeed62fd00c7e91928,JetBlue,FLL,JFK,180.0,0.0,180.0,256.0,6.0,4.0,0.0,0.0,0.0,0.0,4.0,9.0,12.0,24.4,0.0,2.0,9.1,10000.0,0.0,0.0,0.0
ea9fa8ecee9ffeb62d6ac0946f7c7108,9b4b44f795ff9d2751b6ac78f6c05e42,American,MIA,LGA,181.0,0.0,181.0,342.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,23.8,0.0,2.0,6.3,10000.0,0.0,0.0,0.0
a3e45d38f1d0bead1ed0e3b43170fed7,49e8f89039155d5b7512b54d7bbc9552,United,DFW,EWR,209.0,0.0,209.0,342.0,7.0,4.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,21.0,0.0,3.0,10.4,10000.0,0.0,0.0,0.0
225a38f898df489476b6bb2d466d5cea,e98df358b88079ae58d3d6abab3ff526,American,DFW,EWR,211.0,0.0,211.0,412.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,21.0,0.0,3.0,10.4,10000.0,0.0,0.0,0.0
b75c673919af9435352e0fdc6d0305e9,33ced55b4317554af758167e84f3f334,Delta,DFW,LGA,209.0,0.0,209.0,342.0,7.0,4.0,0.0,1.0,0.0,0.0,2.0,7.0,13.0,21.0,0.0,3.0,10.4,10000.0,0.0,0.0,0.0
754d570a1a92e9890b0393eca0951f28,7f2f681aa0f3b852634f6223ac8386a8,Delta,FLL,LGA,179.0,0.0,179.0,256.0,7.0,4.0,0.0,1.0,0.0,0.0,2.0,9.0,13.0,24.5,0.0,0.0,7.4,10000.0,0.0,0.0,0.0
6ceda9cc485faf4d90010bc0395ef7c9,cfc01e1f8b60e5a827234cc0750311c3,Delta,MIA,JFK,175.0,0.0,175.0,274.0,7.0,4.0,0.0,1.0,0.0,0.0,2.0,13.0,12.0,24.1,0.0,3.0,6.3,10000.0,0.0,0.0,0.0
2e83f34588b120c34cc8a31c2752da68,73ecac4834a92fbab3fb25525d57e211,Delta,FLL,JFK,169.0,0.0,169.0,256.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,9.0,12.0,24.5,0.0,0.0,7.4,10000.0,0.0,0.0,0.0
1cf05a8403c36e1802b7b7d58bc4c3a5,d0c9327ea7a91f66b2133c45ad5c2371,American,DFW,LGA,213.0,0.0,213.0,374.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,13.0,21.0,0.0,3.0,10.4,10000.0,0.0,0.0,0.0
63b55c5cec75016060992db8c701686a,fd88e52e5cd026b6eac8830e913f73f3,Frontier,DFW,EWR,220.0,0.0,220.0,225.0,8.0,4.0,0.0,1.0,0.0,0.0,3.0,7.0,8.0,20.5,1.4,61.0,8.0,10000.0,0.0,1.0,0.0
706f4ae2780ab96e0bb05b2f31d6d88d,570cb4b7af6c961346b05f58c9012e6c,JetBlue,FLL,JFK,186.0,0.0,186.0,256.0,8.0,4.0,0.0,1.0,0.0,0.0,4.0,9.0,12.0,25.9,0.0,1.0,7.0,10000.0,0.0,0.0,0.0
5a3008ff877fa0f2a5931be64af5c0de,f1e29e66ba7b33b06ccfa4ebda85b7ee,Delta,DFW,JFK,224.0,0.0,224.0,342.0,8.0,4.0,0.0,1.0,0.0,0.0,2.0,7.0,12.0,20.5,1.4,61.0,8.0,10000.0,0.0,1.0,0.0
1794ba1b59ae4525961cf55a1d8bf77c,7325e06226afbd8b173869156709b51a,Delta,MIA,LGA,183.0,0.0,183.0,274.0,8.0,4.0,0.0,1.0,0.0,0.0,2.0,13.0,13.0,25.6,0.0,1.0,6.2,10000.0,0.0,0.0,0.0
2fcc9230e213bc3bbe7863d6292c6a00,ce55325cef79002c2b84ecd0f462da5a,Delta,MIA,ATL,123.0,51.0,313.0,283.0,8.0,4.0,0.0,0.0,0.0,1.0,2.0,13.0,0.0,25.6,0.0,1.0,6.2,10000.0,0.0,0.0,0.0
fd408a2c34e58911ad0da3f2ecb1c5c0,100ab944821f0e752651f830fafce765,American,DFW,LGA,209.0,0.0,209.0,342.0,8.0,4.0,0.0,1.0,0.0,0.0,1.0,7.0,13.0,20.5,1.4,61.0,8.0,10000.0,0.0,1.0,0.0
8d2702b04ce62ecb4c829a5f63cb0c27,6f3d501705718427bb7f1bbe521f7b2b,American,MIA,JFK,188.0,0.0,188.0,389.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,25.6,0.0,1.0,6.2,10000.0,0.0,0.0,0.0
cc3e245f9ae501e7a9d05df951acd444,a6b17718cd3728e4b3719218fb6e33b0,American,MIA,LGA,181.0,0.0,181.0,274.0,8.0,4.0,0.0,1.0,0.0,0.0,1.0,13.0,13.0,25.6,0.0,1.0,6.2,10000.0,0.0,0.0,0.0
646f96f89451072c5d044b7f1500ccb5,944defcec0fdc2994e79ad54b9a7ea6c,JetBlue,FLL,JFK,186.0,0.0,186.0,256.0,9.0,4.0,0.0,1.0,0.0,0.0,4.0,9.0,12.0,28.3,0.1,51.0,13.6,10000.0,0.0,1.0,0.0
031539a469a37a5431d166a852c912e8,e568e615d25866bb8094208f5624575e,American,DFW,LGA,209.0,0.0,209.0,342.0,9.0,4.0,0.0,1.0,0.0,0.0,1.0,7.0,13.0,20.9,0.7,53.0,6.5,10000.0,0.0,1.0,1.0
2ebf37aa3d98d601466db160d3a39598,ad9384ac4b0dad02fdecb91a3852d093,Delta,ATL,JFK,140.0,0.0,330.0,350.0,9.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,12.0,22.5,0.0,3.0,9.6,10000.0,0.0,0.0,0.0
e5fa385c9781d99222d177e765c4eb96,00c3892b5711e7ae246a3651bf6ff013,American,DFW,JFK,222.0,0.0,222.0,342.0,9.0,4.0,0.0,1.0,0.0,0.0,1.0,7.0,12.0,20.9,0.7,53.0,6.5,10000.0,0.0,1.0,0.0
ef1eae4b0f4e9b48f704bdd2eb86604f,4a75a75d3879b2c4a5ea367e2014282f,American,MIA,CLT,130.0,66.0,312.0,283.0,9.0,4.0,0.0,0.0,0.0,1.0,1.0,13.0,4.0,28.2,0.2,51.0,8.1,10000.0,0.0,1.0,0.0
27dadd2f806dde86b17c6ec8d84eda86,a083ce2d71ef3f1a32af89b29aecb533,American,MIA,LGA,181.0,0.0,181.0,342.0,10.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,29.2,0.3,51.0,12.6,10000.0,0.0,1.0,0.0
38bb6626abbfbb3c06c4a96695772f28,257ec5181a7b819c5a080fb8db7f63d7,Delta,ATL,EWR,141.0,0.0,354.0,259.0,10.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,24.9,0.0,3.0,6.1,10000.0,0.0,0.0,0.0
af5eb58c98698e9cd4363514a92cadb8,000c025ea51354c5df6760003f975b58,Delta,DTW,EWR,104.0,0.0,330.0,277.0,10.0,4.0,1.0,0.0,0.0,0.0,2.0,8.0,8.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
9cab297b23e2958a0a4b7a27bdf0f18f,4f4e9f245a58b3f89ff88482c3f58db4,American,MIA,JFK,194.0,0.0,194.0,304.0,10.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,29.2,0.3,51.0,12.6,10000.0,0.0,1.0,0.0
65f3d64c68ecd631baa96dcd2a07a582,64d5218d1d075d5e9507967454b86dbc,United,DFW,EWR,215.0,0.0,215.0,311.0,10.0,4.0,0.0,1.0,0.0,0.0,6.0,7.0,8.0,21.5,0.5,53.0,2.3,10000.0,0.0,1.0,0.0
e2fee98b378f7f1a8fd7941ce1fb0fd7,ff47334aaf381e301dbb7d48df9a28f7,American,DFW,LGA,213.0,0.0,213.0,342.0,10.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,13.0,21.5,0.5,53.0,2.3,10000.0,0.0,1.0,0.0
7d54d7913381b2d5e70fe0b6e7bf372e,6e90ec2c6598f1b9342b96625337ac90,JetBlue,FLL,LGA,175.0,0.0,175.0,256.0,10.0,4.0,0.0,0.0,0.0,0.0,4.0,9.0,13.0,29.2,0.1,51.0,12.8,10000.0,0.0,1.0,0.0
13cf9c556f19aa592b7d3b770bee3dec,196f50c06b547de436000a39485aef74,JetBlue,FLL,JFK,191.0,0.0,419.0,477.0,10.0,4.0,1.0,0.0,0.0,0.0,4.0,9.0,12.0,29.2,0.1,51.0,12.8,10000.0,0.0,1.0,0.0
6f2a02a4068175e9dad9f2698654a6f1,38b0bfecebacf9e561982a929d19eaec,JetBlue,FLL,JFK,191.0,0.0,191.0,256.0,10.0,4.0,0.0,1.0,0.0,0.0,4.0,9.0,12.0,29.2,0.1,51.0,12.8,10000.0,0.0,1.0,0.0
b1c3eb94cc7cd141d9fc8b675f0fafce,4c8b7068a28282b7663c682d4188d8f7,Delta,DFW,LGA,219.0,0.0,219.0,342.0,10.0,4.0,0.0,1.0,0.0,0.0,2.0,7.0,13.0,21.5,0.5,53.0,2.3,10000.0,0.0,1.0,0.0
7060d874a0a204c5fa0e3d3edcd50eb8,176befe2dd4e05eaab9364ff1acddb2f,American,DFW,JFK,218.0,0.0,218.0,342.0,11.0,4.0,0.0,1.0,0.0,0.0,1.0,7.0,12.0,21.7,0.6,53.0,5.6,10000.0,0.0,1.0,0.0
62f54915e6da1e8d8cb7b9b6f09ca445,04b737a1056e87dad09536f3bdaba5ad,Delta,FLL,JFK,171.0,0.0,171.0,256.0,11.0,4.0,0.0,1.0,0.0,0.0,2.0,9.0,12.0,30.2,0.2,51.0,16.9,10000.0,0.0,1.0,0.0
a0b6643a605588f6bcd6311c780e5b04,ce55325cef79002c2b84ecd0f462da5a,Delta,ATL,JFK,139.0,0.0,313.0,283.0,11.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,12.0,25.7,0.0,3.0,6.6,10000.0,0.0,0.0,0.0
49599dae42dbfec5353fe0fe244b6b52,1d27eb02e3ee5c2aa61a7a2937f2a3ce,Frontier,MIA,ATL,135.0,116.0,394.0,388.0,11.0,4.0,0.0,0.0,0.0,1.0,3.0,13.0,0.0,30.0,0.1,51.0,14.8,10000.0,0.0,1.0,0.0
f706611637d7377c104ee1ab43a071d2,cce04c102ba56bcf3e804913df162928,Delta,MIA,JFK,187.0,0.0,187.0,274.0,11.0,4.0,0.0,1.0,0.0,0.0,2.0,13.0,12.0,30.0,0.1,51.0,14.8,10000.0,0.0,1.0,0.0
c6c6916fbd55e0498d16680c0496dad6,312ce0693e1f3495b41455490002303c,Delta,MIA,LGA,188.0,0.0,188.0,736.0,11.0,4.0,0.0,0.0,0.0,0.0,2.0,13.0,13.0,30.0,0.1,51.0,14.8,10000.0,0.0,1.0,0.0
e8513fadf454d5b931c870ca3fe92646,3239e4933dbc18930770dcfc0cccb70d,Delta,FLL,LGA,178.0,0.0,178.0,256.0,11.0,4.0,0.0,0.0,0.0,0.0,2.0,9.0,13.0,30.2,0.2,51.0,16.9,10000.0,0.0,1.0,0.0
91df9827a89b98074ec6d714c01b67a0,756bd7d54c9996ab3d5307b21e6ac10e,American,DFW,LGA,212.0,0.0,212.0,342.0,11.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,13.0,21.7,0.6,53.0,5.6,10000.0,0.0,1.0,1.0
db33f5907cf4bcea2318e5ba98eda441,88237076b732edf770cbeeaf6e9874fd,American,DFW,EWR,214.0,0.0,214.0,342.0,11.0,4.0,0.0,1.0,0.0,0.0,1.0,7.0,8.0,21.7,0.6,53.0,5.6,10000.0,0.0,1.0,1.0
99859822c57479db4328b29ea2c1c1c3,1f8ca62d0b149d5ad98922d9bb4e2126,American,DFW,JFK,222.0,0.0,222.0,342.0,11.0,4.0,0.0,1.0,0.0,0.0,1.0,7.0,12.0,21.7,0.6,53.0,5.6,10000.0,0.0,1.0,1.0
b75ae66fac7810fad1a2876b2e95f330,67b7bc4ce5c3d117c9f90286674ba3bb,American,FLL,LGA,179.0,0.0,179.0,468.0,12.0,4.0,0.0,0.0,0.0,0.0,1.0,9.0,13.0,31.1,0.1,51.0,17.8,10000.0,0.0,1.0,0.0
2ba667104e78b00bc94e6bd5c08b08e0,47d6fdbc800c930ecceb2ba07c8fb35b,JetBlue,FLL,LGA,174.0,0.0,174.0,256.0,12.0,4.0,0.0,0.0,0.0,0.0,4.0,9.0,13.0,31.1,0.1,51.0,17.8,10000.0,0.0,1.0,1.0
29c3af386f2d5000d69109d24dbde0e7,236725154947683c7e9ccf9ee1871b2b,Delta,DFW,ATL,138.0,61.0,365.0,350.0,12.0,4.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,23.8,0.0,3.0,5.0,10000.0,0.0,0.0,0.0
093d756061cb2f6bfcf50d472a1e2709,da88671b5b07e2323a81e069c0ab7ea1,United,DFW,IAD,184.0,51.0,322.0,290.0,12.0,4.0,0.0,0.0,0.0,1.0,6.0,7.0,10.0,23.8,0.0,3.0,5.0,10000.0,0.0,0.0,0.0
6fb2d51a713ded082276a94cf3265191,e436a6b3f3b3f00f48276e6af4f69b51,American,DFW,LGA,213.0,0.0,213.0,342.0,12.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,13.0,23.8,0.0,3.0,5.0,10000.0,0.0,0.0,1.0
ae0ad723e9f4630c05723040b28d71b7,b687b8d100a2c0ece00a2868d816d7fa,United,DFW,EWR,217.0,0.0,217.0,311.0,13.0,4.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,25.6,0.1,51.0,2.3,10000.0,0.0,1.0,0.0
0cea43eaf71c1809b3fc0f9d5b94c855,4a75a75d3879b2c4a5ea367e2014282f,American,CLT,LGA,116.0,0.0,312.0,283.0,13.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,13.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
bf2a69bc2df7e6b5e56551ff0d1f90dd,8ecfe5e5d86447f1775ccc4265800cae,Delta,DFW,LGA,215.0,0.0,215.0,342.0,13.0,4.0,0.0,0.0,0.0,0.0,2.0,7.0,13.0,25.6,0.1,51.0,2.3,10000.0,0.0,1.0,1.0
0ac3022c6a0e69969a6ac37a00eca1dc,973f5edc0272603c61706c7f0386ec88,Delta,DFW,DTW,165.0,33.0,305.0,259.0,13.0,4.0,0.0,0.0,0.0,1.0,2.0,7.0,7.0,25.6,0.1,51.0,2.3,10000.0,0.0,1.0,0.0
50252967ff1c3152fb395fa12ed80dc4,bfe766d4aab200245fd2792889bfd431,American,DFW,LGA,212.0,0.0,212.0,342.0,13.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,13.0,25.6,0.1,51.0,2.3,10000.0,0.0,1.0,1.0
262f1a480a4411f6be8611acfdf73f7b,d1d4946e51391898e332ca872dcec636,American,MIA,JFK,190.0,0.0,190.0,274.0,13.0,4.0,0.0,1.0,0.0,0.0,1.0,13.0,12.0,30.5,0.8,53.0,14.2,10000.0,0.0,1.0,0.0
ba372671e128c4e8334f054d8ec72c80,82f9955d45b303334e74b4e4af08560e,American,MIA,LGA,183.0,0.0,183.0,274.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,31.4,0.0,0.0,15.1,10000.0,0.0,0.0,1.0
9e90f4df70982d729307524bee9bcd4e,a85fb186280581b889bb29197822a7ce,American,DFW,EWR,213.0,0.0,213.0,342.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,26.5,0.2,51.0,0.7,10000.0,0.0,1.0,1.0
00272469f4ac0681d8c24cb47ed3e08e,55f1645801bd84b8e042acb62f764352,American,DFW,LGA,211.0,0.0,211.0,342.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,13.0,26.5,0.2,51.0,0.7,10000.0,0.0,1.0,1.0
fba0d3360519fa0c97cad19ae22baa59,dea0f8a9c92e305e5b3eb765b75cec9c,Delta,FLL,LGA,191.0,0.0,191.0,256.0,15.0,4.0,0.0,0.0,0.0,0.0,2.0,9.0,13.0,31.7,0.0,0.0,17.4,10000.0,0.0,0.0,0.0
99e90575693d52372249c6345754ec11,7d06e3f7f4f10f9f5cd5ca818805c587,Delta,MIA,JFK,209.0,0.0,209.0,274.0,15.0,4.0,0.0,0.0,0.0,0.0,2.0,13.0,12.0,31.4,0.0,0.0,14.9,10000.0,0.0,0.0,0.0
cd2f1f6e507b5d5d305f4309da5979f9,e0f7b6dd1338e0b1418ec5eaa9793d58,Delta,FLL,JFK,199.0,0.0,199.0,256.0,15.0,4.0,0.0,0.0,0.0,0.0,2.0,9.0,12.0,31.7,0.0,0.0,17.4,10000.0,0.0,0.0,0.0
e4704686ba16a9186ced399182e44691,e274fcf9a543dd3b5bfe187757f9492d,Delta,MIA,LGA,198.0,0.0,198.0,274.0,15.0,4.0,0.0,0.0,0.0,0.0,2.0,13.0,13.0,31.4,0.0,0.0,14.9,10000.0,0.0,0.0,1.0
8f8694e357748e44f3bc2df1899bd2cb,1d27eb02e3ee5c2aa61a7a2937f2a3ce,Frontier,ATL,LGA,143.0,0.0,394.0,388.0,15.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,13.0,27.1,0.0,3.0,9.3,10000.0,0.0,0.0,1.0
d836bb4734bab2182c4616f254b4694b,ad032a8d4c416db23d4b21e36042e381,American,MIA,LGA,179.0,0.0,179.0,274.0,15.0,4.0,0.0,1.0,0.0,0.0,1.0,13.0,13.0,31.4,0.0,0.0,14.9,10000.0,0.0,0.0,1.0
864191537a10f2d098f4a4582c970055,3e923871afb833599c8eccd5eff1bf4e,American,DFW,JFK,224.0,0.0,224.0,342.0,15.0,4.0,0.0,1.0,0.0,0.0,1.0,7.0,12.0,27.5,0.1,51.0,0.6,10000.0,0.0,1.0,1.0
6680cdc9a553aa39dbfa89f57b77ffb8,edd73c797ab5bacdc8f5da41aecc53d8,JetBlue,FLL,JFK,191.0,0.0,191.0,256.0,15.0,4.0,0.0,0.0,0.0,0.0,4.0,9.0,12.0,31.7,0.0,0.0,17.4,10000.0,0.0,0.0,1.0
